comarca,date,year,agro_year,p_minus_et0_daily,cum_p_minus_et0
Alt Camp,2015-01-01,2015,2015,-0.9509033337235451,-0.9509033337235451
Alt Camp,2015-01-02,2015,2015,-1.412832736968994,-2.363736070692539
Alt Camp,2015-01-03,2015,2015,-1.5321229100227356,-3.895858980715275
Alt Camp,2015-01-04,2015,2015,-0.9799025555451712,-4.875761536260446
Alt Camp,2015-01-05,2015,2015,-0.6825782656669617,-5.558339801927407
Alt Camp,2015-01-06,2015,2015,-0.7725116815418006,-6.330851483469208
Alt Camp,2015-01-07,2015,2015,-0.8158531685670217,-7.14670465203623
Alt Camp,2015-01-08,2015,2015,-0.8526915311813354,-7.9993961832175655
Alt Camp,2015-01-09,2015,2015,-1.0094828406969707,-9.008879023914536
Alt Camp,2015-01-10,2015,2015,-1.3593429327011108,-10.368221956615647
Alt Camp,2015-01-11,2015,2015,-1.1232037246227264,-11.491425681238374
Alt Camp,2015-01-12,2015,2015,-0.943211277325948,-12.43463695856432
Alt Camp,2015-01-13,2015,2015,-0.6393221418062847,-13.073959100370606
Alt Camp,2015-01-14,2015,2015,-1.284134606520335,-14.35809370689094
Alt Camp,2015-01-15,2015,2015,-0.8305695752302805,-15.18866328212122
Alt Camp,2015-01-16,2015,2015,1.7078170577685041,-13.480846224352717
Alt Camp,2015-01-17,2015,2015,-1.2643690903981526,-14.74521531475087
Alt Camp,2015-01-18,2015,2015,0.3409670193990072,-14.404248295351863
Alt Camp,2015-01-19,2015,2015,4.513564020395279,-9.890684274956584
Alt Camp,2015-01-20,2015,2015,0.7592962781588236,-9.131387996797761
Alt Camp,2015-01-21,2015,2015,-0.9893144151816766,-10.120702411979437
Alt Camp,2015-01-22,2015,2015,-1.154895265897115,-11.275597677876553
Alt Camp,2015-01-23,2015,2015,-1.8701851566632588,-13.14578283453981
Alt Camp,2015-01-24,2015,2015,-2.124659538269043,-15.270442372808855
Alt Camp,2015-01-25,2015,2015,-2.6279526154200235,-17.898394988228876
Alt Camp,2015-01-26,2015,2015,-1.144034167130788,-19.042429155359667
Alt Camp,2015-01-27,2015,2015,-1.520416601871451,-20.562845757231116
Alt Camp,2015-01-28,2015,2015,-1.2385644714037578,-21.801410228634875
Alt Camp,2015-01-29,2015,2015,-1.8943732529878616,-23.695783481622737
Alt Camp,2015-01-30,2015,2015,3.5583961606025696,-20.137387321020167
Alt Camp,2015-01-31,2015,2015,-1.8852888147036233,-22.02267613572379
Alt Camp,2015-02-01,2015,2015,-2.1445743540922804,-24.16725048981607
Alt Camp,2015-02-02,2015,2015,-1.2913545866807303,-25.458605076496802
Alt Camp,2015-02-03,2015,2015,2.0719658335049944,-23.386639242991805
Alt Camp,2015-02-04,2015,2015,13.063951532046,-10.322687710945807
Alt Camp,2015-02-05,2015,2015,-1.926496048768362,-12.24918375971417
Alt Camp,2015-02-06,2015,2015,-1.5090162952740986,-13.758200054988269
Alt Camp,2015-02-07,2015,2015,-1.201484441757202,-14.95968449674547
Alt Camp,2015-02-08,2015,2015,-1.7458281517028809,-16.70551264844835
Alt Camp,2015-02-09,2015,2015,-1.465257982412974,-18.170770630861323
Alt Camp,2015-02-10,2015,2015,-1.6053279836972554,-19.77609861455858
Alt Camp,2015-02-11,2015,2015,-1.2514816721280415,-21.02758028668662
Alt Camp,2015-02-12,2015,2015,-1.037553648153941,-22.065133934840564
Alt Camp,2015-02-13,2015,2015,-1.4927082862704992,-23.557842221111063
Alt Camp,2015-02-14,2015,2015,-1.7904029004275799,-25.348245121538643
Alt Camp,2015-02-15,2015,2015,-1.4188120290637016,-26.767057150602344
Alt Camp,2015-02-16,2015,2015,-1.8266252875328064,-28.59368243813515
Alt Camp,2015-02-17,2015,2015,-1.5661012306809425,-30.159783668816093
Alt Camp,2015-02-18,2015,2015,-1.8064133524894717,-31.966197021305565
Alt Camp,2015-02-19,2015,2015,-1.6074225902557373,-33.5736196115613
Alt Camp,2015-02-20,2015,2015,-1.404794216156006,-34.978413827717304
Alt Camp,2015-02-21,2015,2015,0.34728745619456003,-34.63112637152275
Alt Camp,2015-02-22,2015,2015,-3.0850805838902797,-37.71620695541303
Alt Camp,2015-02-23,2015,2015,-2.5308687190214796,-40.247075674434505
Alt Camp,2015-02-24,2015,2015,-3.2672489285469055,-43.51432460298141
Alt Camp,2015-02-25,2015,2015,-2.829165183007717,-46.34348978598913
Alt Camp,2015-02-26,2015,2015,-1.9247284680604937,-48.26821825404962
Alt Camp,2015-02-27,2015,2015,-3.3919664820035296,-51.660184736053154
Alt Camp,2015-02-28,2015,2015,-1.975154360135396,-53.635339096188545
Alt Camp,2015-03-01,2015,2015,-1.5749142666657772,-55.210253362854324
Alt Camp,2015-03-02,2015,2015,-3.1198656037449837,-58.33011896659931
Alt Camp,2015-03-03,2015,2015,-1.3281195163726807,-59.65823848297199
Alt Camp,2015-03-04,2015,2015,-2.0331154366334276,-61.69135391960542
Alt Camp,2015-03-05,2015,2015,-4.128106753031413,-65.81946067263684
Alt Camp,2015-03-06,2015,2015,-2.590790788332621,-68.41025146096945
Alt Camp,2015-03-07,2015,2015,-2.567296028137207,-70.97754748910666
Alt Camp,2015-03-08,2015,2015,-2.225787361462911,-73.20333485056958
Alt Camp,2015-03-09,2015,2015,-2.174185037612915,-75.37751988818249
Alt Camp,2015-03-10,2015,2015,-2.4076432387034097,-77.78516312688589
Alt Camp,2015-03-11,2015,2015,-2.77190375328064,-80.55706688016653
Alt Camp,2015-03-12,2015,2015,-2.7421083450317383,-83.29917522519827
Alt Camp,2015-03-13,2015,2015,-2.4896437600255013,-85.78881898522377
Alt Camp,2015-03-14,2015,2015,-0.48386243979136134,-86.27268142501514
Alt Camp,2015-03-15,2015,2015,-1.5916530688603716,-87.8643344938755
Alt Camp,2015-03-16,2015,2015,-0.7944468061129253,-88.65878129998843
Alt Camp,2015-03-17,2015,2015,-2.0297407855590186,-90.68852208554745
Alt Camp,2015-03-18,2015,2015,-0.7333600719769795,-91.42188215752444
Alt Camp,2015-03-19,2015,2015,-1.947672446568807,-93.36955460409324
Alt Camp,2015-03-20,2015,2015,1.9423306783040366,-91.4272239257892
Alt Camp,2015-03-21,2015,2015,23.857676605383556,-67.56954732040565
Alt Camp,2015-03-22,2015,2015,0.8995461066563923,-66.67000121374925
Alt Camp,2015-03-23,2015,2015,6.951804240544638,-59.71819697320461
Alt Camp,2015-03-24,2015,2015,2.7723394831021633,-56.94585749010245
Alt Camp,2015-03-25,2015,2015,-0.18873965740203902,-57.134597147504486
Alt Camp,2015-03-26,2015,2015,-3.201102375984192,-60.33569952348868
Alt Camp,2015-03-27,2015,2015,-4.388662020365397,-64.72436154385407
Alt Camp,2015-03-28,2015,2015,-4.334149360656738,-69.05851090451081
Alt Camp,2015-03-29,2015,2015,-3.842149257659912,-72.90066016217072
Alt Camp,2015-03-30,2015,2015,-5.65363621711731,-78.55429637928803
Alt Camp,2015-03-31,2015,2015,-4.825478394826253,-83.3797747741143
Alt Camp,2015-04-01,2015,2015,-3.1515445336699486,-86.53131930778424
Alt Camp,2015-04-02,2015,2015,-3.546255628267924,-90.07757493605216
Alt Camp,2015-04-03,2015,2015,-2.881235229472319,-92.95881016552448
Alt Camp,2015-04-04,2015,2015,-1.781431446472804,-94.74024161199729
Alt Camp,2015-04-05,2015,2015,-3.0794762875884767,-97.81971789958577
Alt Camp,2015-04-06,2015,2015,-2.5364501544584828,-100.35616805404425
Alt Camp,2015-04-07,2015,2015,-3.0389051834742227,-103.39507323751847
Alt Camp,2015-04-08,2015,2015,-3.343749165534973,-106.73882240305345
Alt Camp,2015-04-09,2015,2015,-3.274352497110764,-110.0131749001642
Alt Camp,2015-04-10,2015,2015,-3.017268856366475,-113.03044375653069
Alt Camp,2015-04-11,2015,2015,-3.101393289864063,-116.13183704639475
Alt Camp,2015-04-12,2015,2015,-3.994417945543925,-120.12625499193867
Alt Camp,2015-04-13,2015,2015,-4.072591026624044,-124.19884601856272
Alt Camp,2015-04-14,2015,2015,-4.4552390575408936,-128.6540850761036
Alt Camp,2015-04-15,2015,2015,-3.383157312870026,-132.03724238897362
Alt Camp,2015-04-16,2015,2015,8.996894756952923,-123.04034763202071
Alt Camp,2015-04-17,2015,2015,-2.987105831503868,-126.02745346352458
Alt Camp,2015-04-18,2015,2015,-0.44541410605112697,-126.47286756957571
Alt Camp,2015-04-19,2015,2015,-0.4245643218358355,-126.89743189141154
Alt Camp,2015-04-20,2015,2015,-3.0452774999042354,-129.9427093913158
Alt Camp,2015-04-21,2015,2015,-3.883640925089518,-133.8263503164053
Alt Camp,2015-04-22,2015,2015,-2.812722583611806,-136.6390729000171
Alt Camp,2015-04-23,2015,2015,-4.059629593044519,-140.69870249306163
Alt Camp,2015-04-24,2015,2015,-3.007453332344691,-143.7061558254063
Alt Camp,2015-04-25,2015,2015,-0.5721133152643842,-144.2782691406707
Alt Camp,2015-04-26,2015,2015,6.439497868220011,-137.83877127245069
Alt Camp,2015-04-27,2015,2015,-4.509437290330728,-142.34820856278142
Alt Camp,2015-04-28,2015,2015,-4.583335796991984,-146.9315443597734
Alt Camp,2015-04-29,2015,2015,-1.2695630391438804,-148.2011073989173
Alt Camp,2015-04-30,2015,2015,-3.1660715763767557,-151.36717897529402
Alt Camp,2015-05-01,2015,2015,-4.32137464856108,-155.6885536238551
Alt Camp,2015-05-02,2015,2015,-4.32772962252299,-160.0162832463781
Alt Camp,2015-05-03,2015,2015,-5.16646393140157,-165.18274717777967
Alt Camp,2015-05-04,2015,2015,-3.3188074827194214,-168.5015546604991
Alt Camp,2015-05-05,2015,2015,-4.903613726298015,-173.4051683867971
Alt Camp,2015-05-06,2015,2015,-4.706505848715702,-178.11167423551282
Alt Camp,2015-05-07,2015,2015,-4.085641582806905,-182.1973158183197
Alt Camp,2015-05-08,2015,2015,-5.763374802346031,-187.96069062066576
Alt Camp,2015-05-09,2015,2015,-5.107971906661987,-193.06866252732775
Alt Camp,2015-05-10,2015,2015,-4.91721232732137,-197.9858748546491
Alt Camp,2015-05-11,2015,2015,-5.380988836288452,-203.36686369093755
Alt Camp,2015-05-12,2015,2015,-4.974478085835774,-208.34134177677333
Alt Camp,2015-05-13,2015,2015,-4.767332094411055,-213.10867387118438
Alt Camp,2015-05-14,2015,2015,-6.332844257354736,-219.44151812853912
Alt Camp,2015-05-15,2015,2015,-7.451587462176879,-226.893105590716
Alt Camp,2015-05-16,2015,2015,-6.4873998165130615,-233.38050540722907
Alt Camp,2015-05-17,2015,2015,-5.455668052037557,-238.83617345926663
Alt Camp,2015-05-18,2015,2015,-5.324327389399211,-244.16050084866583
Alt Camp,2015-05-19,2015,2015,5.937020262082417,-238.2234805865834
Alt Camp,2015-05-20,2015,2015,-3.5695785519977408,-241.79305913858116
Alt Camp,2015-05-21,2015,2015,-3.112637311220169,-244.90569644980133
Alt Camp,2015-05-22,2015,2015,-4.853109084069729,-249.75880553387105
Alt Camp,2015-05-23,2015,2015,-5.060358438640833,-254.8191639725119
Alt Camp,2015-05-24,2015,2015,-4.426732619603476,-259.24589659211534
Alt Camp,2015-05-25,2015,2015,-4.721900422746937,-263.9677970148623
Alt Camp,2015-05-26,2015,2015,-5.518491017321746,-269.48628803218406
Alt Camp,2015-05-27,2015,2015,-5.122621600205699,-274.6089096323897
Alt Camp,2015-05-28,2015,2015,-5.03467337290446,-279.6435830052942
Alt Camp,2015-05-29,2015,2015,-4.991807719071706,-284.6353907243659
Alt Camp,2015-05-30,2015,2015,-4.4367616673310595,-289.072152391697
Alt Camp,2015-05-31,2015,2015,-4.259214202562967,-293.3313665942599
Alt Camp,2015-06-01,2015,2015,-5.211746979504824,-298.54311357376474
Alt Camp,2015-06-02,2015,2015,-5.297466119130452,-303.84057969289523
Alt Camp,2015-06-03,2015,2015,-5.257886146505673,-309.0984658394009
Alt Camp,2015-06-04,2015,2015,-6.208076635996501,-315.3065424753974
Alt Camp,2015-06-05,2015,2015,-6.428067922592163,-321.73461039798957
Alt Camp,2015-06-06,2015,2015,-6.120688517888387,-327.85529891587794
Alt Camp,2015-06-07,2015,2015,-5.196430057287216,-333.05172897316515
Alt Camp,2015-06-08,2015,2015,-1.798777580261231,-334.8505065534264
Alt Camp,2015-06-09,2015,2015,-2.331893046696982,-337.18239960012335
Alt Camp,2015-06-10,2015,2015,-2.8510162830352783,-340.0334158831586
Alt Camp,2015-06-11,2015,2015,-3.6635225812594094,-343.69693846441805
Alt Camp,2015-06-12,2015,2015,-2.3151882886886597,-346.0121267531067
Alt Camp,2015-06-13,2015,2015,4.728813807169596,-341.2833129459371
Alt Camp,2015-06-14,2015,2015,-4.60446634888649,-345.8877792948236
Alt Camp,2015-06-15,2015,2015,11.801068464914959,-334.08671082990867
Alt Camp,2015-06-16,2015,2015,6.5531720717748,-327.53353875813383
Alt Camp,2015-06-17,2015,2015,-5.171082099278768,-332.70462085741264
Alt Camp,2015-06-18,2015,2015,-5.852831761042277,-338.5574526184549
Alt Camp,2015-06-19,2015,2015,-5.335553725560506,-343.8930063440154
Alt Camp,2015-06-20,2015,2015,-5.252800506850083,-349.1458068508655
Alt Camp,2015-06-21,2015,2015,-5.348792413870494,-354.494599264736
Alt Camp,2015-06-22,2015,2015,-5.397262093300621,-359.8918613580366
Alt Camp,2015-06-23,2015,2015,-1.3452188173929849,-361.2370801754296
Alt Camp,2015-06-24,2015,2015,-5.094872432450453,-366.33195260788005
Alt Camp,2015-06-25,2015,2015,-4.672142118836442,-371.00409472671646
Alt Camp,2015-06-26,2015,2015,-5.866494337717692,-376.87058906443417
Alt Camp,2015-06-27,2015,2015,-5.957946538925171,-382.82853560335934
Alt Camp,2015-06-28,2015,2015,-5.770857413609822,-388.59939301696915
Alt Camp,2015-06-29,2015,2015,-6.344707091649373,-394.94410010861856
Alt Camp,2015-06-30,2015,2015,-6.3935238520304365,-401.33762396064895
Alt Camp,2015-07-01,2015,2015,-6.492931362862389,-407.83055532351136
Alt Camp,2015-07-02,2015,2015,-5.472197450697422,-413.3027527742088
Alt Camp,2015-07-03,2015,2015,-6.721985480437676,-420.0247382546465
Alt Camp,2015-07-04,2015,2015,-6.7303307056427,-426.7550689602892
Alt Camp,2015-07-05,2015,2015,-6.736684878667195,-433.49175383895636
Alt Camp,2015-07-06,2015,2015,-6.601442098617554,-440.0931959375739
Alt Camp,2015-07-07,2015,2015,-5.946470240751903,-446.03966617832583
Alt Camp,2015-07-08,2015,2015,-6.046763896942139,-452.08643007526797
Alt Camp,2015-07-09,2015,2015,-6.308231179292003,-458.39466125455994
Alt Camp,2015-07-10,2015,2015,-5.514299551645915,-463.90896080620587
Alt Camp,2015-07-11,2015,2015,-5.305713535596928,-469.2146743418028
Alt Camp,2015-07-12,2015,2015,-5.340089574456215,-474.554763916259
Alt Camp,2015-07-13,2015,2015,-5.939894914627075,-480.49465883088607
Alt Camp,2015-07-14,2015,2015,-5.888976653416951,-486.38363548430306
Alt Camp,2015-07-15,2015,2015,-5.759478410085042,-492.1431138943881
Alt Camp,2015-07-16,2015,2015,-6.152119318644206,-498.2952332130323
Alt Camp,2015-07-17,2015,2015,-5.502120653788249,-503.7973538668205
Alt Camp,2015-07-18,2015,2015,-5.267972404758135,-509.06532627157867
Alt Camp,2015-07-19,2015,2015,-3.6306337416172028,-512.6959600131959
Alt Camp,2015-07-20,2015,2015,-1.946641057729721,-514.6426010709256
Alt Camp,2015-07-21,2015,2015,-4.842595309019089,-519.4851963799447
Alt Camp,2015-07-22,2015,2015,-3.4920055866241455,-522.9772019665688
Alt Camp,2015-07-23,2015,2015,-5.575778208673,-528.5529801752418
Alt Camp,2015-07-24,2015,2015,-4.184432327747345,-532.7374125029892
Alt Camp,2015-07-25,2015,2015,-0.25679731369018555,-532.9942098166794
Alt Camp,2015-07-26,2015,2015,-5.438502699136734,-538.4327125158161
Alt Camp,2015-07-27,2015,2015,-3.374509672323862,-541.8072221881399
Alt Camp,2015-07-28,2015,2015,-3.96006711324056,-545.7672893013805
Alt Camp,2015-07-29,2015,2015,-2.262664159138997,-548.0299534605196
Alt Camp,2015-07-30,2015,2015,-0.965061227480571,-548.9950146880001
Alt Camp,2015-07-31,2015,2015,17.12895917892456,-531.8660555090755
Alt Camp,2015-08-01,2015,2015,2.8985422849655156,-528.96751322411
Alt Camp,2015-08-02,2015,2015,-4.474047177781661,-533.4415604018917
Alt Camp,2015-08-03,2015,2015,-4.973750880608955,-538.4153112825006
Alt Camp,2015-08-04,2015,2015,-5.356141010920207,-543.7714522934208
Alt Camp,2015-08-05,2015,2015,-5.262884457906087,-549.0343367513269
Alt Camp,2015-08-06,2015,2015,-5.146100432301561,-554.1804371836284
Alt Camp,2015-08-07,2015,2015,-5.0110602378845215,-559.191497421513
Alt Camp,2015-08-08,2015,2015,6.952057758967081,-552.2394396625459
Alt Camp,2015-08-09,2015,2015,-5.343448769922058,-557.5828884324679
Alt Camp,2015-08-10,2015,2015,-4.637421337266763,-562.2203097697347
Alt Camp,2015-08-11,2015,2015,-4.620374253640572,-566.8406840233753
Alt Camp,2015-08-12,2015,2015,-2.3254927794138593,-569.1661768027892
Alt Camp,2015-08-13,2015,2015,-1.210546414057414,-570.3767232168466
Alt Camp,2015-08-14,2015,2015,-5.983634866153201,-576.3603580829998
Alt Camp,2015-08-15,2015,2015,3.787588596343994,-572.5727694866558
Alt Camp,2015-08-16,2015,2015,-3.69812532265981,-576.2708948093156
Alt Camp,2015-08-17,2015,2015,9.339839220046997,-566.9310555892686
Alt Camp,2015-08-18,2015,2015,41.496549805005394,-525.4345057842633
Alt Camp,2015-08-19,2015,2015,-3.7535909240444507,-529.1880967083076
Alt Camp,2015-08-20,2015,2015,-3.9688259238998094,-533.1569226322075
Alt Camp,2015-08-21,2015,2015,-3.2870734333992004,-536.4439960656067
Alt Camp,2015-08-22,2015,2015,-2.601710557937622,-539.0457066235443
Alt Camp,2015-08-23,2015,2015,-3.654360711574555,-542.7000673351189
Alt Camp,2015-08-24,2015,2015,-5.993200461069743,-548.6932677961886
Alt Camp,2015-08-25,2015,2015,-3.2584286729494725,-551.951696469138
Alt Camp,2015-08-26,2015,2015,-2.734097898006439,-554.6857943671445
Alt Camp,2015-08-27,2015,2015,-3.840501118451357,-558.5262954855958
Alt Camp,2015-08-28,2015,2015,-3.886442496130864,-562.4127379817268
Alt Camp,2015-08-29,2015,2015,-4.23226523399353,-566.6450032157203
Alt Camp,2015-08-30,2015,2015,-4.275814294815064,-570.9208175105354
Alt Camp,2015-08-31,2015,2015,4.094940145810444,-566.8258773647249
Alt Camp,2015-09-01,2015,2015,-2.096089204152425,-568.9219665688773
Alt Camp,2015-09-02,2015,2015,15.8708522717158,-553.0511142971615
Alt Camp,2015-09-03,2015,2015,33.16360147794087,-519.8875128192207
Alt Camp,2015-09-04,2015,2015,10.97102528810501,-508.9164875311156
Alt Camp,2015-09-05,2015,2015,-3.5271925926208496,-512.4436801237365
Alt Camp,2015-09-06,2015,2015,-3.2940534266332784,-515.7377335503697
Alt Camp,2015-09-07,2015,2015,-2.9295877683907747,-518.6673213187605
Alt Camp,2015-09-08,2015,2015,-1.5634170373280842,-520.2307383560886
Alt Camp,2015-09-09,2015,2015,-3.2974260188639164,-523.5281643749526
Alt Camp,2015-09-10,2015,2015,13.583273708820341,-509.94489066613215
Alt Camp,2015-09-11,2015,2015,2.174020926157633,-507.77086973997456
Alt Camp,2015-09-12,2015,2015,-2.7983016868432364,-510.5691714268178
Alt Camp,2015-09-13,2015,2015,-2.0538736780484514,-512.6230451048663
Alt Camp,2015-09-14,2015,2015,-3.953958511352539,-516.5770036162188
Alt Camp,2015-09-15,2015,2015,-0.9878660440444944,-517.5648696602633
Alt Camp,2015-09-16,2015,2015,-3.6601075728734336,-521.2249772331367
Alt Camp,2015-09-17,2015,2015,-4.475706636905671,-525.7006838700423
Alt Camp,2015-09-18,2015,2015,-3.231679320335388,-528.9323631903777
Alt Camp,2015-09-19,2015,2015,-3.278273781140645,-532.2106369715184
Alt Camp,2015-09-20,2015,2015,-3.1403191486994424,-535.3509561202178
Alt Camp,2015-09-21,2015,2015,-3.3953978729744754,-538.7463539931923
Alt Camp,2015-09-22,2015,2015,-3.631489655623833,-542.3778436488161
Alt Camp,2015-09-23,2015,2015,-3.8759134821593757,-546.2537571309755
Alt Camp,2015-09-24,2015,2015,-2.8518255061159525,-549.1055826370915
Alt Camp,2015-09-25,2015,2015,-2.864077237745126,-551.9696598748366
Alt Camp,2015-09-26,2015,2015,-0.7035556038220723,-552.6732154786587
Alt Camp,2015-09-27,2015,2015,10.507940590381622,-542.165274888277
Alt Camp,2015-09-28,2015,2015,-2.6105896830558777,-544.7758645713329
Alt Camp,2015-09-29,2015,2015,9.123248974482218,-535.6526155968508
Alt Camp,2015-09-30,2015,2015,14.835215667883555,-520.8173999289671
Alt Camp,2015-10-01,2015,2016,2.543696562449137,2.543696562449137
Alt Camp,2015-10-02,2015,2016,8.320564309755964,10.8642608722051
Alt Camp,2015-10-03,2015,2016,3.6770807902018223,14.541341662406923
Alt Camp,2015-10-04,2015,2016,-1.5430700747917097,12.998271587615214
Alt Camp,2015-10-05,2015,2016,-1.5237460136413574,11.474525573973857
Alt Camp,2015-10-06,2015,2016,-4.079453468322754,7.395072105651102
Alt Camp,2015-10-07,2015,2016,-2.0998496810595193,5.295222424591582
Alt Camp,2015-10-08,2015,2016,-2.1700410818060236,3.125181342785559
Alt Camp,2015-10-09,2015,2016,-1.5049805690844855,1.6202007737010735
Alt Camp,2015-10-10,2015,2016,-2.3010929028193154,-0.6808921291182419
Alt Camp,2015-10-11,2015,2016,-1.1317560076713562,-1.8126481367895981
Alt Camp,2015-10-12,2015,2016,-0.7629251480102541,-2.5755732847998525
Alt Camp,2015-10-13,2015,2016,2.932355145613352,0.3567818608134994
Alt Camp,2015-10-14,2015,2016,-2.1865493357181554,-1.829767474904656
Alt Camp,2015-10-15,2015,2016,-1.8420822123686473,-3.671849687273303
Alt Camp,2015-10-16,2015,2016,-1.8778429826100669,-5.54969266988337
Alt Camp,2015-10-17,2015,2016,-0.9794135143359504,-6.52910618421932
Alt Camp,2015-10-18,2015,2016,2.111005326112112,-4.418100858107208
Alt Camp,2015-10-19,2015,2016,2.079115768273671,-2.338985089833537
Alt Camp,2015-10-20,2015,2016,11.43441261847814,9.095427528644603
Alt Camp,2015-10-21,2015,2016,4.798124631245932,13.893552159890534
Alt Camp,2015-10-22,2015,2016,-2.444223642349243,11.449328517541291
Alt Camp,2015-10-23,2015,2016,-1.7832098205884297,9.66611869695286
Alt Camp,2015-10-24,2015,2016,-1.1622689565022786,8.503849740450583
Alt Camp,2015-10-25,2015,2016,-1.3539181128144266,7.149931627636156
Alt Camp,2015-10-26,2015,2016,4.88831407825152,12.038245705887675
Alt Camp,2015-10-27,2015,2016,5.660213351249695,17.69845905713737
Alt Camp,2015-10-28,2015,2016,-2.2447347852090997,15.453724271928271
Alt Camp,2015-10-29,2015,2016,-1.8268119891484575,13.626912282779813
Alt Camp,2015-10-30,2015,2016,-1.498103095839421,12.128809186940392
Alt Camp,2015-10-31,2015,2016,-1.6727708379427593,10.456038348997634
Alt Camp,2015-11-01,2015,2016,-2.0461185431728763,8.409919805824757
Alt Camp,2015-11-02,2015,2016,40.34492325782775,48.75484306365251
Alt Camp,2015-11-03,2015,2016,-0.21329186360041297,48.5415512000521
Alt Camp,2015-11-04,2015,2016,-1.0002944270769756,47.54125677297512
Alt Camp,2015-11-05,2015,2016,-1.3012542774279914,46.24000249554713
Alt Camp,2015-11-06,2015,2016,-1.3014520009358723,44.938550494611256
Alt Camp,2015-11-07,2015,2016,-1.2441516791780791,43.694398815433175
Alt Camp,2015-11-08,2015,2016,-1.0268339359511933,42.667564879481986
Alt Camp,2015-11-09,2015,2016,-1.1373375232021015,41.53022735627988
Alt Camp,2015-11-10,2015,2016,-1.273633516704043,40.25659383957584
Alt Camp,2015-11-11,2015,2016,-1.107851382965843,39.148742456609995
Alt Camp,2015-11-12,2015,2016,-0.9004432863245407,38.248299170285456
Alt Camp,2015-11-13,2015,2016,-0.8342266728480656,37.41407249743739
Alt Camp,2015-11-14,2015,2016,-1.1792996029059093,36.23477289453148
Alt Camp,2015-11-15,2015,2016,-1.3825365609178941,34.85223633361359
Alt Camp,2015-11-16,2015,2016,-1.465467135111491,33.386769198502094
Alt Camp,2015-11-17,2015,2016,-1.4657006065050762,31.92106859199702
Alt Camp,2015-11-18,2015,2016,-1.3743489384651184,30.546719653531902
Alt Camp,2015-11-19,2015,2016,-1.1773838599522908,29.36933579357961
Alt Camp,2015-11-20,2015,2016,-2.155057470003764,27.214278323575847
Alt Camp,2015-11-21,2015,2016,-3.384423126777013,23.82985519679883
Alt Camp,2015-11-22,2015,2016,-1.841196676095327,21.988658520703506
Alt Camp,2015-11-23,2015,2016,-0.10761096080144239,21.881047559902065
Alt Camp,2015-11-24,2015,2016,-1.32152263323466,20.559524926667404
Alt Camp,2015-11-25,2015,2016,-1.5402597561478615,19.019265170519542
Alt Camp,2015-11-26,2015,2016,-2.537896354993185,16.48136881552636
Alt Camp,2015-11-27,2015,2016,-1.4106607157737017,15.070708099752656
Alt Camp,2015-11-28,2015,2016,-1.5030125776926675,13.567695522059989
Alt Camp,2015-11-29,2015,2016,-1.122042973836263,12.445652548223725
Alt Camp,2015-11-30,2015,2016,-1.3002565105756123,11.145396037648112
Alt Camp,2015-12-01,2015,2016,-1.1762484709421794,9.969147566705933
Alt Camp,2015-12-02,2015,2016,-1.147701581319173,8.82144598538676
Alt Camp,2015-12-03,2015,2016,-1.0009590188662212,7.820486966520539
Alt Camp,2015-12-04,2015,2016,-0.7803858121236166,7.040101154396923
Alt Camp,2015-12-05,2015,2016,-0.6837351365635793,6.356366017833343
Alt Camp,2015-12-06,2015,2016,-0.5789308895667393,5.777435128266604
Alt Camp,2015-12-07,2015,2016,0.09735067685445142,5.874785805121055
Alt Camp,2015-12-08,2015,2016,-0.6462884744008383,5.228497330720217
Alt Camp,2015-12-09,2015,2016,-0.8946827724575996,4.333814558262618
Alt Camp,2015-12-10,2015,2016,-0.6376530167957147,3.696161541466903
Alt Camp,2015-12-11,2015,2016,-0.8279060820738474,2.8682554593930556
Alt Camp,2015-12-12,2015,2016,-0.7120162149270376,2.156239244466018
Alt Camp,2015-12-13,2015,2016,-0.8386161196976901,1.3176231247683277
Alt Camp,2015-12-14,2015,2016,-0.7514775991439819,0.5661455256243457
Alt Camp,2015-12-15,2015,2016,-0.9362821380297344,-0.37013661240538864
Alt Camp,2015-12-16,2015,2016,-0.9064681629339854,-1.2766047753393739
Alt Camp,2015-12-17,2015,2016,-0.8036139408747355,-2.0802187162141097
Alt Camp,2015-12-18,2015,2016,-0.7706193427244822,-2.8508380589385918
Alt Camp,2015-12-19,2015,2016,-0.6470299698412418,-3.4978680287798336
Alt Camp,2015-12-20,2015,2016,-0.46688704316814744,-3.964755071947981
Alt Camp,2015-12-21,2015,2016,-0.8172301768014828,-4.781985248749463
Alt Camp,2015-12-22,2015,2016,-0.64319983497262,-5.425185083722083
Alt Camp,2015-12-23,2015,2016,-0.4120248804489771,-5.837209964171061
Alt Camp,2015-12-24,2015,2016,-0.6619067192077637,-6.4991166833788245
Alt Camp,2015-12-25,2015,2016,-0.6775263945261637,-7.176643077904989
Alt Camp,2015-12-26,2015,2016,-0.8098074893156687,-7.986450567220657
Alt Camp,2015-12-27,2015,2016,-0.7530516684055328,-8.73950223562619
Alt Camp,2015-12-28,2015,2016,0.7605305810769399,-7.97897165454925
Alt Camp,2015-12-29,2015,2016,-0.2840289076169332,-8.263000562166184
Alt Camp,2015-12-30,2015,2016,-0.9201943973700204,-9.183194959536204
Alt Camp,2015-12-31,2015,2016,-0.4796942273775736,-9.662889186913777
